Entity,Code,Date,share_doses_used
Federated States of Micronesia,,2021-01-31,0.204
Federated States of Micronesia,,2021-02-01,0.263
Federated States of Micronesia,,2021-02-02,0.295
Federated States of Micronesia,,2021-02-03,0.322
Federated States of Micronesia,,2021-02-04,0.306
Federated States of Micronesia,,2021-02-05,0.32
Federated States of Micronesia,,2021-02-06,0.335
Federated States of Micronesia,,2021-02-07,0.339
Federated States of Micronesia,,2021-02-08,0.34
Federated States of Micronesia,,2021-02-09,0.258
Federated States of Micronesia,,2021-02-10,0.267
Federated States of Micronesia,,2021-02-11,0.279
Federated States of Micronesia,,2021-02-12,0.292
Federated States of Micronesia,,2021-02-13,0.308
Federated States of Micronesia,,2021-02-14,0.314
Federated States of Micronesia,,2021-02-16,0.333
Federated States of Micronesia,,2021-02-17,0.353
Federated States of Micronesia,,2021-02-18,0.371
Federated States of Micronesia,,2021-02-19,0.386
Federated States of Micronesia,,2021-02-20,0.386
Federated States of Micronesia,,2021-02-21,0.407
Federated States of Micronesia,,2021-02-22,0.407
Federated States of Micronesia,,2021-02-23,0.407
Federated States of Micronesia,,2021-02-24,0.433
Federated States of Micronesia,,2021-02-25,0.444
Federated States of Micronesia,,2021-02-26,0.461
Federated States of Micronesia,,2021-02-27,0.477
Federated States of Micronesia,,2021-02-28,0.49
Federated States of Micronesia,,2021-03-01,0.501
Federated States of Micronesia,,2021-03-02,0.524
Federated States of Micronesia,,2021-03-03,0.54
Federated States of Micronesia,,2021-03-04,0.488
Federated States of Micronesia,,2021-03-05,0.503
Federated States of Micronesia,,2021-03-06,0.518
Florida,,2021-01-12,0.378
Florida,,2021-01-13,0.42
Florida,,2021-01-14,0.393
Florida,,2021-01-15,0.412
Florida,,2021-01-19,0.568
Florida,,2021-01-20,0.487
Florida,,2021-01-21,0.487
Florida,,2021-01-22,0.502
Florida,,2021-01-23,0.512
Florida,,2021-01-24,0.531
Florida,,2021-01-25,0.531
Florida,,2021-01-26,0.509
Florida,,2021-01-27,0.527
Florida,,2021-01-28,0.551
Florida,,2021-01-29,0.558
Florida,,2021-01-30,0.557
Florida,,2021-01-31,0.577
Florida,,2021-02-01,0.59
Florida,,2021-02-02,0.56
Florida,,2021-02-03,0.583
Florida,,2021-02-04,0.608
Florida,,2021-02-05,0.596
Florida,,2021-02-06,0.629
Florida,,2021-02-07,0.688
Florida,,2021-02-08,0.688
Florida,,2021-02-09,0.648
Florida,,2021-02-10,0.666
Florida,,2021-02-11,0.685
Florida,,2021-02-12,0.742
Florida,,2021-02-13,0.755
Florida,,2021-02-14,0.768
Florida,,2021-02-16,0.783
Florida,,2021-02-17,0.788
Florida,,2021-02-18,0.812
Florida,,2021-02-19,0.844
Florida,,2021-02-20,0.821
Florida,,2021-02-21,0.857
Florida,,2021-02-22,0.857
Florida,,2021-02-23,0.804
Florida,,2021-02-24,0.751
Florida,,2021-02-25,0.766
Florida,,2021-02-26,0.773
Florida,,2021-02-27,0.764
Florida,,2021-02-28,0.799
Florida,,2021-03-01,0.8
Florida,,2021-03-02,0.753
Florida,,2021-03-03,0.727
Florida,,2021-03-04,0.738
Florida,,2021-03-05,0.724
Florida,,2021-03-06,0.732
Georgia,GEO,2021-01-12,0.177
Georgia,GEO,2021-01-13,0.198
Georgia,GEO,2021-01-14,0.229
Georgia,GEO,2021-01-15,0.229
Georgia,GEO,2021-01-19,0.309
Georgia,GEO,2021-01-20,0.369
Georgia,GEO,2021-01-21,0.39
Georgia,GEO,2021-01-22,0.489
Georgia,GEO,2021-01-23,0.489
Georgia,GEO,2021-01-24,0.489
Georgia,GEO,2021-01-25,0.489
Georgia,GEO,2021-01-26,0.51
Georgia,GEO,2021-01-27,0.505
Georgia,GEO,2021-01-28,0.53
Georgia,GEO,2021-01-29,0.559
Georgia,GEO,2021-01-30,0.591
Georgia,GEO,2021-01-31,0.625
Georgia,GEO,2021-02-01,0.642
Georgia,GEO,2021-02-02,0.604
Georgia,GEO,2021-02-03,0.595
Georgia,GEO,2021-02-04,0.598
Georgia,GEO,2021-02-05,0.623
Georgia,GEO,2021-02-06,0.651
Georgia,GEO,2021-02-07,0.679
Georgia,GEO,2021-02-08,0.692
Georgia,GEO,2021-02-09,0.641
Georgia,GEO,2021-02-10,0.639
Georgia,GEO,2021-02-11,0.631
Georgia,GEO,2021-02-12,0.631
Georgia,GEO,2021-02-13,0.658
Georgia,GEO,2021-02-14,0.712
Georgia,GEO,2021-02-16,0.692
Georgia,GEO,2021-02-17,0.691
Georgia,GEO,2021-02-18,0.731
Georgia,GEO,2021-02-19,0.753
Georgia,GEO,2021-02-20,0.78
Georgia,GEO,2021-02-21,0.807
Georgia,GEO,2021-02-22,0.817
Georgia,GEO,2021-02-23,0.794
Georgia,GEO,2021-02-24,0.757
Georgia,GEO,2021-02-25,0.742
Georgia,GEO,2021-02-26,0.709
Georgia,GEO,2021-02-27,0.718
Georgia,GEO,2021-02-28,0.719
Georgia,GEO,2021-03-01,0.719
Georgia,GEO,2021-03-02,0.68
Georgia,GEO,2021-03-03,0.676
Georgia,GEO,2021-03-04,0.655
Georgia,GEO,2021-03-05,0.667
Georgia,GEO,2021-03-06,0.671
Guam,GUM,2021-01-12,0.143
Guam,GUM,2021-01-13,0.111
Guam,GUM,2021-01-14,0.111
Guam,GUM,2021-01-15,0.111
Guam,GUM,2021-01-19,0.111
Guam,GUM,2021-01-20,0.111
Guam,GUM,2021-01-21,0.111
Guam,GUM,2021-01-22,0.111
Guam,GUM,2021-01-23,0.111
Guam,GUM,2021-01-24,0.111
Guam,GUM,2021-01-25,0.111
Guam,GUM,2021-01-26,0.505
Guam,GUM,2021-01-27,0.532
Guam,GUM,2021-01-28,0.569
Guam,GUM,2021-01-29,0.62
Guam,GUM,2021-01-30,0.655
Guam,GUM,2021-01-31,0.655
Guam,GUM,2021-02-01,0.684
Guam,GUM,2021-02-02,0.57
Guam,GUM,2021-02-03,0.599
Guam,GUM,2021-02-04,0.508
Guam,GUM,2021-02-05,0.534
Guam,GUM,2021-02-06,0.565
Guam,GUM,2021-02-07,0.576
Guam,GUM,2021-02-08,0.579
Guam,GUM,2021-02-09,0.603
Guam,GUM,2021-02-10,0.632
Guam,GUM,2021-02-11,0.663
Guam,GUM,2021-02-12,0.7
Guam,GUM,2021-02-13,0.736
Guam,GUM,2021-02-14,0.753
Guam,GUM,2021-02-16,0.77
Guam,GUM,2021-02-17,0.799
Guam,GUM,2021-02-18,0.832
Guam,GUM,2021-02-19,0.914
Guam,GUM,2021-02-20,0.943
Guam,GUM,2021-02-21,0.945
Guam,GUM,2021-02-22,0.967
Guam,GUM,2021-02-23,0.984
Guam,GUM,2021-02-24,1.004
Guam,GUM,2021-02-25,1.027
Guam,GUM,2021-02-26,1.027
Guam,GUM,2021-02-27,1.057
Guam,GUM,2021-02-28,1.076
Guam,GUM,2021-03-01,1.077
Guam,GUM,2021-03-02,0.846
Guam,GUM,2021-03-03,0.64
Guam,GUM,2021-03-04,0.648
Guam,GUM,2021-03-05,0.652
Guam,GUM,2021-03-06,0.643
Hawaii,,2021-01-12,0.236
Hawaii,,2021-01-13,0.237
Hawaii,,2021-01-14,0.311
Hawaii,,2021-01-15,0.305
Hawaii,,2021-01-19,0.415
Hawaii,,2021-01-20,0.467
Hawaii,,2021-01-21,0.419
Hawaii,,2021-01-22,0.443
Hawaii,,2021-01-23,0.443
Hawaii,,2021-01-24,0.443
Hawaii,,2021-01-25,0.481
Hawaii,,2021-01-26,0.446
Hawaii,,2021-01-27,0.449
Hawaii,,2021-01-28,0.459
Hawaii,,2021-01-29,0.49
Hawaii,,2021-01-30,0.53
Hawaii,,2021-01-31,0.568
Hawaii,,2021-02-01,0.597
Hawaii,,2021-02-02,0.559
Hawaii,,2021-02-03,0.568
Hawaii,,2021-02-04,0.575
Hawaii,,2021-02-05,0.646
Hawaii,,2021-02-06,0.681
Hawaii,,2021-02-07,0.711
Hawaii,,2021-02-08,0.738
Hawaii,,2021-02-09,0.679
Hawaii,,2021-02-10,0.655
Hawaii,,2021-02-11,0.651
Hawaii,,2021-02-12,0.673
Hawaii,,2021-02-13,0.702
Hawaii,,2021-02-14,0.725
Hawaii,,2021-02-16,0.762
Hawaii,,2021-02-17,0.75
Hawaii,,2021-02-18,0.771
Hawaii,,2021-02-19,0.758
Hawaii,,2021-02-20,0.786
Hawaii,,2021-02-21,0.812
Hawaii,,2021-02-22,0.833
Hawaii,,2021-02-23,0.742
Hawaii,,2021-02-24,0.74
Hawaii,,2021-02-25,0.731
Hawaii,,2021-02-26,0.727
Hawaii,,2021-02-27,0.745
Hawaii,,2021-02-28,0.769
Hawaii,,2021-03-01,0.783
Hawaii,,2021-03-02,0.732
Hawaii,,2021-03-03,0.717
Hawaii,,2021-03-04,0.72
Hawaii,,2021-03-05,0.714
Hawaii,,2021-03-06,0.726
Idaho,,2021-01-12,0.244
Idaho,,2021-01-13,0.246
Idaho,,2021-01-14,0.266
Idaho,,2021-01-15,0.291
Idaho,,2021-01-19,0.4
Idaho,,2021-01-20,0.415
Idaho,,2021-01-21,0.412
Idaho,,2021-01-22,0.431
Idaho,,2021-01-23,0.456
Idaho,,2021-01-24,0.481
Idaho,,2021-01-25,0.504
Idaho,,2021-01-26,0.51
Idaho,,2021-01-27,0.477
Idaho,,2021-01-28,0.488
Idaho,,2021-01-29,0.491
Idaho,,2021-01-30,0.518
Idaho,,2021-01-31,0.546
Idaho,,2021-02-01,0.561
Idaho,,2021-02-02,0.584
Idaho,,2021-02-03,0.538
Idaho,,2021-02-04,0.541
Idaho,,2021-02-05,0.608
Idaho,,2021-02-06,0.661
Idaho,,2021-02-07,0.697
Idaho,,2021-02-08,0.734
Idaho,,2021-02-09,0.705
Idaho,,2021-02-10,0.662
Idaho,,2021-02-11,0.669
Idaho,,2021-02-12,0.667
Idaho,,2021-02-13,0.674
Idaho,,2021-02-14,0.735
Idaho,,2021-02-16,0.79
Idaho,,2021-02-17,0.808
Idaho,,2021-02-18,0.827
Idaho,,2021-02-19,0.853
Idaho,,2021-02-20,0.875
Idaho,,2021-02-21,0.911
Idaho,,2021-02-22,0.939
Idaho,,2021-02-23,0.876
Idaho,,2021-02-24,0.821
Idaho,,2021-02-25,0.826
Idaho,,2021-02-26,0.799
Idaho,,2021-02-27,0.78
Idaho,,2021-02-28,0.809
Idaho,,2021-03-01,0.833
Idaho,,2021-03-02,0.792
Idaho,,2021-03-03,0.798
Idaho,,2021-03-04,0.784
Idaho,,2021-03-05,0.751
Idaho,,2021-03-06,0.77
Illinois,,2021-01-12,0.384
Illinois,,2021-01-13,0.398
Illinois,,2021-01-14,0.421
Illinois,,2021-01-15,0.433
Illinois,,2021-01-19,0.519
Illinois,,2021-01-20,0.494
Illinois,,2021-01-21,0.486
Illinois,,2021-01-22,0.502
Illinois,,2021-01-23,0.462
Illinois,,2021-01-24,0.493
Illinois,,2021-01-25,0.51
Illinois,,2021-01-26,0.476
Illinois,,2021-01-27,0.482
Illinois,,2021-01-28,0.505
Illinois,,2021-01-29,0.533
Illinois,,2021-01-30,0.559
Illinois,,2021-01-31,0.596
Illinois,,2021-02-01,0.622
Illinois,,2021-02-02,0.577
Illinois,,2021-02-03,0.558
Illinois,,2021-02-04,0.574
Illinois,,2021-02-05,0.597
Illinois,,2021-02-06,0.637
Illinois,,2021-02-07,0.671
Illinois,,2021-02-08,0.698
Illinois,,2021-02-09,0.67
Illinois,,2021-02-10,0.662
Illinois,,2021-02-11,0.654
Illinois,,2021-02-12,0.675
Illinois,,2021-02-13,0.692
Illinois,,2021-02-14,0.722
Illinois,,2021-02-16,0.734
Illinois,,2021-02-17,0.741
Illinois,,2021-02-18,0.753
Illinois,,2021-02-19,0.754
Illinois,,2021-02-20,0.773
Illinois,,2021-02-21,0.8
Illinois,,2021-02-22,0.805
Illinois,,2021-02-23,0.804
Illinois,,2021-02-24,0.74
Illinois,,2021-02-25,0.72
Illinois,,2021-02-26,0.742
Illinois,,2021-02-27,0.765
Illinois,,2021-02-28,0.79
Illinois,,2021-03-01,0.813
Illinois,,2021-03-02,0.795
Illinois,,2021-03-03,0.77
Illinois,,2021-03-04,0.759
Illinois,,2021-03-05,0.739
Illinois,,2021-03-06,0.763
Indian Health Svc,,2021-01-12,0.305
Indian Health Svc,,2021-01-13,0.256
Indian Health Svc,,2021-01-14,0.28
Indian Health Svc,,2021-01-15,0.308
Indian Health Svc,,2021-01-19,0.356
Indian Health Svc,,2021-01-20,0.346
Indian Health Svc,,2021-01-21,0.362
Indian Health Svc,,2021-01-22,0.348
Indian Health Svc,,2021-01-23,0.402
Indian Health Svc,,2021-01-24,0.43
Indian Health Svc,,2021-01-25,0.435
Indian Health Svc,,2021-01-26,0.442
Indian Health Svc,,2021-01-27,0.429
Indian Health Svc,,2021-01-28,0.443
Indian Health Svc,,2021-01-29,0.451
Indian Health Svc,,2021-01-30,0.46
Indian Health Svc,,2021-01-31,0.495
Indian Health Svc,,2021-02-01,0.497
Indian Health Svc,,2021-02-02,0.486
Indian Health Svc,,2021-02-03,0.486
Indian Health Svc,,2021-02-04,0.5
Indian Health Svc,,2021-02-05,0.496
Indian Health Svc,,2021-02-06,0.56
Indian Health Svc,,2021-02-07,0.572
Indian Health Svc,,2021-02-08,0.591
Indian Health Svc,,2021-02-09,0.603
Indian Health Svc,,2021-02-10,0.463
Indian Health Svc,,2021-02-11,0.479
Indian Health Svc,,2021-02-12,0.51
Indian Health Svc,,2021-02-13,0.525
Indian Health Svc,,2021-02-14,0.544
Indian Health Svc,,2021-02-16,0.553
Indian Health Svc,,2021-02-17,0.561
Indian Health Svc,,2021-02-18,0.575
Indian Health Svc,,2021-02-19,0.578
Indian Health Svc,,2021-02-20,0.562
Indian Health Svc,,2021-02-21,0.581
Indian Health Svc,,2021-02-22,0.603
Indian Health Svc,,2021-02-23,0.608
Indian Health Svc,,2021-02-24,0.567
Indian Health Svc,,2021-02-25,0.592
Indian Health Svc,,2021-02-26,0.609
Indian Health Svc,,2021-02-27,0.619
Indian Health Svc,,2021-02-28,0.638
Indian Health Svc,,2021-03-01,0.656
Indian Health Svc,,2021-03-02,0.666
Indian Health Svc,,2021-03-03,0.62
Indian Health Svc,,2021-03-04,0.547
Indian Health Svc,,2021-03-05,0.553
Indian Health Svc,,2021-03-06,0.572
Indiana,,2021-01-12,0.355
Indiana,,2021-01-13,0.365
Indiana,,2021-01-14,0.371
Indiana,,2021-01-15,0.405
Indiana,,2021-01-19,0.521
Indiana,,2021-01-20,0.481
Indiana,,2021-01-21,0.474
Indiana,,2021-01-22,0.493
Indiana,,2021-01-23,0.53
Indiana,,2021-01-24,0.53
Indiana,,2021-01-25,0.584
Indiana,,2021-01-26,0.554
Indiana,,2021-01-27,0.569
Indiana,,2021-01-28,0.597
Indiana,,2021-01-29,0.625
Indiana,,2021-01-30,0.652
Indiana,,2021-01-31,0.652
Indiana,,2021-02-01,0.652
Indiana,,2021-02-02,0.561
Indiana,,2021-02-03,0.576
Indiana,,2021-02-04,0.601
Indiana,,2021-02-05,0.636
Indiana,,2021-02-06,0.67
Indiana,,2021-02-07,0.67
Indiana,,2021-02-08,0.67
Indiana,,2021-02-09,0.631
Indiana,,2021-02-10,0.616
Indiana,,2021-02-11,0.616
Indiana,,2021-02-12,0.642
Indiana,,2021-02-13,0.734
Indiana,,2021-02-14,0.763
Indiana,,2021-02-16,0.755
Indiana,,2021-02-17,0.769
Indiana,,2021-02-18,0.775
Indiana,,2021-02-19,0.803
Indiana,,2021-02-20,0.83
Indiana,,2021-02-21,0.854
Indiana,,2021-02-22,0.869
Indiana,,2021-02-23,0.762
Indiana,,2021-02-24,0.785
Indiana,,2021-02-25,0.806
Indiana,,2021-02-26,0.821
Indiana,,2021-02-27,0.84
Indiana,,2021-02-28,0.86
Indiana,,2021-03-01,0.874
Indiana,,2021-03-02,0.791
Indiana,,2021-03-03,0.795
Indiana,,2021-03-04,0.796
Indiana,,2021-03-05,0.798
Indiana,,2021-03-06,0.816
Iowa,,2021-01-12,0.472
Iowa,,2021-01-13,0.424
Iowa,,2021-01-14,0.418
Iowa,,2021-01-15,0.45
Iowa,,2021-01-19,0.539
Iowa,,2021-01-20,0.515
Iowa,,2021-01-21,0.483
Iowa,,2021-01-22,0.503
Iowa,,2021-01-23,0.498
Iowa,,2021-01-24,0.529
Iowa,,2021-01-25,0.543
Iowa,,2021-01-26,0.548
Iowa,,2021-01-27,0.563
Iowa,,2021-01-28,0.543
Iowa,,2021-01-29,0.563
Iowa,,2021-01-30,0.569
Iowa,,2021-01-31,0.603
Iowa,,2021-02-01,0.616
Iowa,,2021-02-02,0.625
Iowa,,2021-02-03,0.597
Iowa,,2021-02-04,0.593
Iowa,,2021-02-05,0.578
Iowa,,2021-02-06,0.604
Iowa,,2021-02-07,0.643
Iowa,,2021-02-08,0.676
Iowa,,2021-02-09,0.689
Iowa,,2021-02-10,0.682
Iowa,,2021-02-11,0.669
Iowa,,2021-02-12,0.691
Iowa,,2021-02-13,0.726
Iowa,,2021-02-14,0.764
Iowa,,2021-02-16,0.79
Iowa,,2021-02-17,0.8
Iowa,,2021-02-18,0.783
Iowa,,2021-02-19,0.825
Iowa,,2021-02-20,0.816
Iowa,,2021-02-21,0.847
Iowa,,2021-02-22,0.863
Iowa,,2021-02-23,0.824
Iowa,,2021-02-24,0.784
Iowa,,2021-02-25,0.754
Iowa,,2021-02-26,0.75
Iowa,,2021-02-27,0.759
Iowa,,2021-02-28,0.791
Iowa,,2021-03-01,0.815
Iowa,,2021-03-02,0.788
Iowa,,2021-03-03,0.767
Iowa,,2021-03-04,0.758
Iowa,,2021-03-05,0.75
Iowa,,2021-03-06,0.778
Kansas,,2021-01-12,0.405
Kansas,,2021-01-13,0.328
Kansas,,2021-01-14,0.348
Kansas,,2021-01-15,0.372
Kansas,,2021-01-19,0.45
Kansas,,2021-01-20,0.462
Kansas,,2021-01-21,0.418
Kansas,,2021-01-22,0.407
Kansas,,2021-01-23,0.416
Kansas,,2021-01-24,0.434
Kansas,,2021-01-25,0.444
Kansas,,2021-01-26,0.456
Kansas,,2021-01-27,0.429
Kansas,,2021-01-28,0.469
Kansas,,2021-01-29,0.462
Kansas,,2021-01-30,0.5
Kansas,,2021-01-31,0.536
Kansas,,2021-02-01,0.549
Kansas,,2021-02-02,0.559
Kansas,,2021-02-03,0.512
Kansas,,2021-02-04,0.533
Kansas,,2021-02-05,0.536
Kansas,,2021-02-06,0.569
Kansas,,2021-02-07,0.602
Kansas,,2021-02-08,0.616
Kansas,,2021-02-09,0.621
Kansas,,2021-02-10,0.577
Kansas,,2021-02-11,0.59
Kansas,,2021-02-12,0.603
Kansas,,2021-02-13,0.632
Kansas,,2021-02-14,0.67
Kansas,,2021-02-16,0.683
Kansas,,2021-02-17,0.696
Kansas,,2021-02-18,0.718
Kansas,,2021-02-19,0.747
Kansas,,2021-02-20,0.757
Kansas,,2021-02-21,0.789
Kansas,,2021-02-22,0.797
Kansas,,2021-02-23,0.739
Kansas,,2021-02-24,0.704
Kansas,,2021-02-25,0.646
Kansas,,2021-02-26,0.651
Kansas,,2021-02-27,0.673
Kansas,,2021-02-28,0.703
Kansas,,2021-03-01,0.716
Kansas,,2021-03-02,0.725
Kansas,,2021-03-03,0.642
Kansas,,2021-03-04,0.633
Kansas,,2021-03-05,0.629
Kansas,,2021-03-06,0.648
Kentucky,,2021-01-12,0.401
Kentucky,,2021-01-13,0.432
Kentucky,,2021-01-14,0.468
Kentucky,,2021-01-15,0.518
Kentucky,,2021-01-19,0.64
Kentucky,,2021-01-20,0.504
Kentucky,,2021-01-21,0.522
Kentucky,,2021-01-22,0.545
Kentucky,,2021-01-23,0.575
Kentucky,,2021-01-24,0.636
Kentucky,,2021-01-25,0.653
Kentucky,,2021-01-26,0.56
Kentucky,,2021-01-27,0.552
Kentucky,,2021-01-28,0.56
Kentucky,,2021-01-29,0.564
Kentucky,,2021-01-30,0.594
Kentucky,,2021-01-31,0.622
Kentucky,,2021-02-01,0.639
Kentucky,,2021-02-02,0.613
Kentucky,,2021-02-03,0.605
Kentucky,,2021-02-04,0.611
Kentucky,,2021-02-05,0.648
Kentucky,,2021-02-06,0.692
Kentucky,,2021-02-07,0.734
Kentucky,,2021-02-08,0.756
Kentucky,,2021-02-09,0.686
Kentucky,,2021-02-10,0.696
Kentucky,,2021-02-11,0.689
Kentucky,,2021-02-12,0.721
Kentucky,,2021-02-13,0.728
Kentucky,,2021-02-14,0.761
Kentucky,,2021-02-16,0.787
Kentucky,,2021-02-17,0.79
Kentucky,,2021-02-18,0.764
Kentucky,,2021-02-19,0.78
Kentucky,,2021-02-20,0.798
Kentucky,,2021-02-21,0.819
Kentucky,,2021-02-22,0.834
Kentucky,,2021-02-23,0.721
Kentucky,,2021-02-24,0.726
Kentucky,,2021-02-25,0.738
Kentucky,,2021-02-26,0.724
Kentucky,,2021-02-27,0.744
Kentucky,,2021-02-28,0.774
Kentucky,,2021-03-01,0.795
Kentucky,,2021-03-02,0.748
Kentucky,,2021-03-03,0.754
Kentucky,,2021-03-04,0.771
Kentucky,,2021-03-05,0.756
Kentucky,,2021-03-06,0.777
Long Term Care,,2021-01-12,0.217
Long Term Care,,2021-01-13,0.238
Long Term Care,,2021-01-14,0.26
Louisiana,,2021-01-12,0.388
Louisiana,,2021-01-13,0.423
Louisiana,,2021-01-14,0.475
Louisiana,,2021-01-15,0.535
Louisiana,,2021-01-19,0.69
Louisiana,,2021-01-20,0.544
Louisiana,,2021-01-21,0.567
Louisiana,,2021-01-22,0.588
Louisiana,,2021-01-23,0.579
Louisiana,,2021-01-24,0.614
Louisiana,,2021-01-25,0.628
Louisiana,,2021-01-26,0.574
Louisiana,,2021-01-27,0.578
Louisiana,,2021-01-28,0.606
Louisiana,,2021-01-29,0.642
Louisiana,,2021-01-30,0.649
Louisiana,,2021-01-31,0.684
Louisiana,,2021-02-01,0.714
Louisiana,,2021-02-02,0.646
Louisiana,,2021-02-03,0.655
Louisiana,,2021-02-04,0.683
Louisiana,,2021-02-05,0.719
Louisiana,,2021-02-06,0.741
Louisiana,,2021-02-07,0.779
Louisiana,,2021-02-08,0.798
Louisiana,,2021-02-09,0.704
Louisiana,,2021-02-10,0.724
Louisiana,,2021-02-11,0.714
Louisiana,,2021-02-12,0.783
Louisiana,,2021-02-13,0.822
Louisiana,,2021-02-14,0.859
Louisiana,,2021-02-16,0.877
Louisiana,,2021-02-17,0.879
Louisiana,,2021-02-18,0.857
Louisiana,,2021-02-19,0.87
Louisiana,,2021-02-20,0.867
Louisiana,,2021-02-21,0.858
Louisiana,,2021-02-22,0.866
Louisiana,,2021-02-23,0.805
Louisiana,,2021-02-24,0.738
Louisiana,,2021-02-25,0.746
Louisiana,,2021-02-26,0.763
Louisiana,,2021-02-27,0.765
Louisiana,,2021-02-28,0.794
Louisiana,,2021-03-01,0.808
Louisiana,,2021-03-02,0.733
Louisiana,,2021-03-03,0.747
Louisiana,,2021-03-04,0.751
Louisiana,,2021-03-05,0.748
Louisiana,,2021-03-06,0.719
Maine,,2021-01-12,0.413
Maine,,2021-01-13,0.418
Maine,,2021-01-14,0.447
Maine,,2021-01-15,0.447
Maine,,2021-01-19,0.54
Maine,,2021-01-20,0.489
Maine,,2021-01-21,0.487
Maine,,2021-01-22,0.49
Maine,,2021-01-23,0.521
Maine,,2021-01-24,0.559
Maine,,2021-01-25,0.583
Maine,,2021-01-26,0.536
Maine,,2021-01-27,0.534
Maine,,2021-01-28,0.553
Maine,,2021-01-29,0.584
Maine,,2021-01-30,0.623
Maine,,2021-01-31,0.662
Maine,,2021-02-01,0.687
Maine,,2021-02-02,0.657
Maine,,2021-02-03,0.644
Maine,,2021-02-04,0.603
Maine,,2021-02-05,0.626
Maine,,2021-02-06,0.662
Maine,,2021-02-07,0.701
Maine,,2021-02-08,0.701
Maine,,2021-02-09,0.678
Maine,,2021-02-10,0.676
Maine,,2021-02-11,0.645
Maine,,2021-02-12,0.645
Maine,,2021-02-13,0.645
Maine,,2021-02-14,0.645
Maine,,2021-02-16,0.749
Maine,,2021-02-17,0.753
Maine,,2021-02-18,0.753
Maine,,2021-02-19,0.8
Maine,,2021-02-20,0.8
Maine,,2021-02-21,0.801
Maine,,2021-02-22,0.886
Maine,,2021-02-23,0.843
Maine,,2021-02-24,0.788
Maine,,2021-02-25,0.767
Maine,,2021-02-26,0.742
Maine,,2021-02-27,0.799
Maine,,2021-02-28,0.8
Maine,,2021-03-01,0.803
