Entity,Code,Date,share_doses_used
South Carolina,,2021-03-01,0.834
South Carolina,,2021-03-02,0.758
South Carolina,,2021-03-03,0.772
South Carolina,,2021-03-04,0.78
South Carolina,,2021-03-05,0.78
South Carolina,,2021-03-06,0.782
South Dakota,,2021-01-12,0.583
South Dakota,,2021-01-13,0.574
South Dakota,,2021-01-14,0.614
South Dakota,,2021-01-15,0.61
South Dakota,,2021-01-19,0.652
South Dakota,,2021-01-20,0.652
South Dakota,,2021-01-21,0.658
South Dakota,,2021-01-22,0.704
South Dakota,,2021-01-23,0.724
South Dakota,,2021-01-24,0.755
South Dakota,,2021-01-25,0.774
South Dakota,,2021-01-26,0.704
South Dakota,,2021-01-27,0.708
South Dakota,,2021-01-28,0.741
South Dakota,,2021-01-29,0.785
South Dakota,,2021-01-30,0.787
South Dakota,,2021-01-31,0.811
South Dakota,,2021-02-01,0.824
South Dakota,,2021-02-02,0.758
South Dakota,,2021-02-03,0.752
South Dakota,,2021-02-04,0.754
South Dakota,,2021-02-05,0.792
South Dakota,,2021-02-06,0.792
South Dakota,,2021-02-07,0.816
South Dakota,,2021-02-08,0.826
South Dakota,,2021-02-09,0.793
South Dakota,,2021-02-10,0.787
South Dakota,,2021-02-11,0.78
South Dakota,,2021-02-12,0.817
South Dakota,,2021-02-13,0.852
South Dakota,,2021-02-14,0.88
South Dakota,,2021-02-16,0.861
South Dakota,,2021-02-17,0.876
South Dakota,,2021-02-18,0.869
South Dakota,,2021-02-19,0.83
South Dakota,,2021-02-20,0.846
South Dakota,,2021-02-21,0.872
South Dakota,,2021-02-22,0.884
South Dakota,,2021-02-23,0.851
South Dakota,,2021-02-24,0.814
South Dakota,,2021-02-25,0.809
South Dakota,,2021-02-26,0.813
South Dakota,,2021-02-27,0.818
South Dakota,,2021-02-28,0.845
South Dakota,,2021-03-01,0.857
South Dakota,,2021-03-02,0.826
South Dakota,,2021-03-03,0.805
South Dakota,,2021-03-04,0.782
South Dakota,,2021-03-05,0.778
South Dakota,,2021-03-06,0.787
Tennessee,,2021-01-12,0.517
Tennessee,,2021-01-13,0.443
Tennessee,,2021-01-14,0.403
Tennessee,,2021-01-15,0.461
Tennessee,,2021-01-19,0.535
Tennessee,,2021-01-20,0.533
Tennessee,,2021-01-21,0.519
Tennessee,,2021-01-22,0.503
Tennessee,,2021-01-23,0.506
Tennessee,,2021-01-24,0.539
Tennessee,,2021-01-25,0.552
Tennessee,,2021-01-26,0.558
Tennessee,,2021-01-27,0.55
Tennessee,,2021-01-28,0.543
Tennessee,,2021-01-29,0.572
Tennessee,,2021-01-30,0.575
Tennessee,,2021-01-31,0.61
Tennessee,,2021-02-01,0.629
Tennessee,,2021-02-02,0.638
Tennessee,,2021-02-03,0.63
Tennessee,,2021-02-04,0.628
Tennessee,,2021-02-05,0.648
Tennessee,,2021-02-06,0.65
Tennessee,,2021-02-07,0.684
Tennessee,,2021-02-08,0.696
Tennessee,,2021-02-09,0.702
Tennessee,,2021-02-10,0.685
Tennessee,,2021-02-11,0.669
Tennessee,,2021-02-12,0.677
Tennessee,,2021-02-13,0.683
Tennessee,,2021-02-14,0.71
Tennessee,,2021-02-16,0.716
Tennessee,,2021-02-17,0.712
Tennessee,,2021-02-18,0.719
Tennessee,,2021-02-19,0.739
Tennessee,,2021-02-20,0.743
Tennessee,,2021-02-21,0.756
Tennessee,,2021-02-22,0.765
Tennessee,,2021-02-23,0.73
Tennessee,,2021-02-24,0.663
Tennessee,,2021-02-25,0.677
Tennessee,,2021-02-26,0.67
Tennessee,,2021-02-27,0.662
Tennessee,,2021-02-28,0.692
Tennessee,,2021-03-01,0.709
Tennessee,,2021-03-02,0.712
Tennessee,,2021-03-03,0.712
Tennessee,,2021-03-04,0.695
Tennessee,,2021-03-05,0.683
Tennessee,,2021-03-06,0.686
Texas,,2021-01-12,0.468
Texas,,2021-01-13,0.493
Texas,,2021-01-14,0.496
Texas,,2021-01-15,0.551
Texas,,2021-01-19,0.667
Texas,,2021-01-20,0.577
Texas,,2021-01-21,0.561
Texas,,2021-01-22,0.57
Texas,,2021-01-23,0.563
Texas,,2021-01-24,0.574
Texas,,2021-01-25,0.587
Texas,,2021-01-26,0.574
Texas,,2021-01-27,0.563
Texas,,2021-01-28,0.6
Texas,,2021-01-29,0.607
Texas,,2021-01-30,0.64
Texas,,2021-01-31,0.658
Texas,,2021-02-01,0.682
Texas,,2021-02-02,0.61
Texas,,2021-02-03,0.629
Texas,,2021-02-04,0.663
Texas,,2021-02-05,0.691
Texas,,2021-02-06,0.706
Texas,,2021-02-07,0.737
Texas,,2021-02-08,0.755
Texas,,2021-02-09,0.748
Texas,,2021-02-10,0.712
Texas,,2021-02-11,0.728
Texas,,2021-02-12,0.76
Texas,,2021-02-13,0.786
Texas,,2021-02-14,0.811
Texas,,2021-02-16,0.832
Texas,,2021-02-17,0.843
Texas,,2021-02-18,0.824
Texas,,2021-02-19,0.823
Texas,,2021-02-20,0.824
Texas,,2021-02-21,0.827
Texas,,2021-02-22,0.833
Texas,,2021-02-23,0.78
Texas,,2021-02-24,0.685
Texas,,2021-02-25,0.692
Texas,,2021-02-26,0.711
Texas,,2021-02-27,0.708
Texas,,2021-02-28,0.731
Texas,,2021-03-01,0.732
Texas,,2021-03-02,0.723
Texas,,2021-03-03,0.711
Texas,,2021-03-04,0.722
Texas,,2021-03-05,0.719
Texas,,2021-03-06,0.738
United States,USA,2021-01-12,0.337
United States,USA,2021-01-13,0.35
United States,USA,2021-01-14,0.364
United States,USA,2021-01-15,0.394
United States,USA,2021-01-19,0.504
United States,USA,2021-01-20,0.459
United States,USA,2021-01-21,0.462
United States,USA,2021-01-22,0.479
United States,USA,2021-01-23,0.496
United States,USA,2021-01-24,0.528
United States,USA,2021-01-25,0.549
United States,USA,2021-01-26,0.53
United States,USA,2021-01-27,0.522
United States,USA,2021-01-28,0.541
United States,USA,2021-01-29,0.567
United States,USA,2021-01-30,0.592
United States,USA,2021-01-31,0.623
United States,USA,2021-02-01,0.645
United States,USA,2021-02-02,0.623
United States,USA,2021-02-03,0.606
United States,USA,2021-02-04,0.612
United States,USA,2021-02-05,0.631
United States,USA,2021-02-06,0.658
United States,USA,2021-02-07,0.695
United States,USA,2021-02-08,0.715
United States,USA,2021-02-09,0.687
United States,USA,2021-02-10,0.679
United States,USA,2021-02-11,0.679
United States,USA,2021-02-12,0.701
United States,USA,2021-02-13,0.725
United States,USA,2021-02-14,0.755
United States,USA,2021-02-16,0.771
United States,USA,2021-02-17,0.777
United States,USA,2021-02-18,0.787
United States,USA,2021-02-19,0.762
United States,USA,2021-02-20,0.817
United States,USA,2021-02-21,0.839
United States,USA,2021-02-22,0.853
United States,USA,2021-02-23,0.792
United States,USA,2021-02-24,0.75
United States,USA,2021-02-25,0.745
United States,USA,2021-02-26,0.747
United States,USA,2021-02-27,0.755
United States,USA,2021-02-28,0.78
United States,USA,2021-03-01,0.798
United States,USA,2021-03-02,0.768
United States,USA,2021-03-03,0.753
United States,USA,2021-03-04,0.751
United States,USA,2021-03-05,0.745
United States,USA,2021-03-06,0.756
Utah,,2021-01-12,0.372
Utah,,2021-01-13,0.391
Utah,,2021-01-14,0.431
Utah,,2021-01-15,0.478
Utah,,2021-01-19,0.609
Utah,,2021-01-20,0.569
Utah,,2021-01-21,0.561
Utah,,2021-01-22,0.593
Utah,,2021-01-23,0.593
Utah,,2021-01-24,0.593
Utah,,2021-01-25,0.67
Utah,,2021-01-26,0.615
Utah,,2021-01-27,0.608
Utah,,2021-01-28,0.6
Utah,,2021-01-29,0.675
Utah,,2021-01-30,0.714
Utah,,2021-01-31,0.714
Utah,,2021-02-01,0.805
Utah,,2021-02-02,0.76
Utah,,2021-02-03,0.688
Utah,,2021-02-04,0.718
Utah,,2021-02-05,0.763
Utah,,2021-02-06,0.811
Utah,,2021-02-07,0.811
Utah,,2021-02-08,1.027
Utah,,2021-02-09,0.959
Utah,,2021-02-10,0.921
Utah,,2021-02-11,0.88
Utah,,2021-02-12,0.88
Utah,,2021-02-13,0.88
Utah,,2021-02-14,0.88
Utah,,2021-02-16,0.881
Utah,,2021-02-17,0.879
Utah,,2021-02-18,0.892
Utah,,2021-02-19,0.89
Utah,,2021-02-20,0.926
Utah,,2021-02-21,0.927
Utah,,2021-02-22,0.927
Utah,,2021-02-23,0.845
Utah,,2021-02-24,0.829
Utah,,2021-02-25,0.84
Utah,,2021-02-26,0.811
Utah,,2021-02-27,0.838
Utah,,2021-02-28,0.839
Utah,,2021-03-01,0.839
Utah,,2021-03-02,0.821
Utah,,2021-03-03,0.818
Utah,,2021-03-04,0.783
Utah,,2021-03-05,0.804
Utah,,2021-03-06,0.838
Vermont,,2021-01-12,0.397
Vermont,,2021-01-13,0.424
Vermont,,2021-01-14,0.424
Vermont,,2021-01-15,0.439
Vermont,,2021-01-19,0.548
Vermont,,2021-01-20,0.537
Vermont,,2021-01-21,0.543
Vermont,,2021-01-22,0.548
Vermont,,2021-01-23,0.549
Vermont,,2021-01-24,0.576
Vermont,,2021-01-25,0.596
Vermont,,2021-01-26,0.586
Vermont,,2021-01-27,0.572
Vermont,,2021-01-28,0.596
Vermont,,2021-01-29,0.619
Vermont,,2021-01-30,0.639
Vermont,,2021-01-31,0.673
Vermont,,2021-02-01,0.726
Vermont,,2021-02-02,0.674
Vermont,,2021-02-03,0.658
Vermont,,2021-02-04,0.665
Vermont,,2021-02-05,0.69
Vermont,,2021-02-06,0.715
Vermont,,2021-02-07,0.751
Vermont,,2021-02-08,0.778
Vermont,,2021-02-09,0.716
Vermont,,2021-02-10,0.7
Vermont,,2021-02-11,0.703
Vermont,,2021-02-12,0.725
Vermont,,2021-02-13,0.744
Vermont,,2021-02-14,0.774
Vermont,,2021-02-16,0.78
Vermont,,2021-02-17,0.771
Vermont,,2021-02-18,0.781
Vermont,,2021-02-19,0.799
Vermont,,2021-02-20,0.828
Vermont,,2021-02-21,0.839
Vermont,,2021-02-22,0.865
Vermont,,2021-02-23,0.807
Vermont,,2021-02-24,0.744
Vermont,,2021-02-25,0.718
Vermont,,2021-02-26,0.732
Vermont,,2021-02-27,0.758
Vermont,,2021-02-28,0.786
Vermont,,2021-03-01,0.812
Vermont,,2021-03-02,0.755
Vermont,,2021-03-03,0.75
Vermont,,2021-03-04,0.714
Vermont,,2021-03-05,0.709
Vermont,,2021-03-06,0.706
Veterans Health,,2021-01-12,0.256
Veterans Health,,2021-01-13,0.27
Veterans Health,,2021-01-14,0.302
Veterans Health,,2021-01-15,0.32
Veterans Health,,2021-01-19,0.419
Veterans Health,,2021-01-20,0.413
Veterans Health,,2021-01-21,0.479
Veterans Health,,2021-01-22,0.504
Veterans Health,,2021-01-23,0.542
Veterans Health,,2021-01-24,0.577
Veterans Health,,2021-01-25,0.61
Veterans Health,,2021-01-26,0.558
Veterans Health,,2021-01-27,0.569
Veterans Health,,2021-01-28,0.579
Veterans Health,,2021-01-29,0.615
Veterans Health,,2021-01-30,0.649
Veterans Health,,2021-01-31,0.682
Veterans Health,,2021-02-01,0.704
Veterans Health,,2021-02-02,0.653
Veterans Health,,2021-02-03,0.657
Veterans Health,,2021-02-04,0.642
Veterans Health,,2021-02-05,0.674
Veterans Health,,2021-02-06,0.652
Veterans Health,,2021-02-07,0.704
Veterans Health,,2021-02-08,0.726
Veterans Health,,2021-02-09,0.658
Veterans Health,,2021-02-10,0.666
Veterans Health,,2021-02-11,0.674
Veterans Health,,2021-02-12,0.705
Veterans Health,,2021-02-13,0.736
Veterans Health,,2021-02-14,0.784
Veterans Health,,2021-02-16,0.826
Veterans Health,,2021-02-17,0.827
Veterans Health,,2021-02-18,0.84
Veterans Health,,2021-02-19,0.854
Veterans Health,,2021-02-20,0.852
Veterans Health,,2021-02-21,0.874
Veterans Health,,2021-02-22,0.895
Veterans Health,,2021-02-23,0.84
Veterans Health,,2021-02-24,0.828
Veterans Health,,2021-02-25,0.8
Veterans Health,,2021-02-26,0.816
Veterans Health,,2021-02-27,0.862
Veterans Health,,2021-02-28,0.887
Veterans Health,,2021-03-01,0.907
Veterans Health,,2021-03-02,0.856
Veterans Health,,2021-03-03,0.871
Veterans Health,,2021-03-04,0.776
Veterans Health,,2021-03-05,0.794
Veterans Health,,2021-03-06,0.813
Virgin Islands,,2021-01-12,0.096
Virgin Islands,,2021-01-13,0.125
Virgin Islands,,2021-01-14,0.132
Virgin Islands,,2021-01-15,0.138
Virgin Islands,,2021-01-19,0.181
Virgin Islands,,2021-01-20,0.196
Virgin Islands,,2021-01-21,0.206
Virgin Islands,,2021-01-22,0.227
Virgin Islands,,2021-01-23,0.248
Virgin Islands,,2021-01-24,0.25
Virgin Islands,,2021-01-25,0.234
Virgin Islands,,2021-01-26,0.239
Virgin Islands,,2021-01-27,0.247
Virgin Islands,,2021-01-28,0.271
Virgin Islands,,2021-01-29,0.308
Virgin Islands,,2021-01-30,0.349
Virgin Islands,,2021-01-31,0.352
Virgin Islands,,2021-02-01,0.358
Virgin Islands,,2021-02-02,0.33
Virgin Islands,,2021-02-03,0.363
Virgin Islands,,2021-02-04,0.398
Virgin Islands,,2021-02-05,0.431
Virgin Islands,,2021-02-06,0.459
Virgin Islands,,2021-02-07,0.459
Virgin Islands,,2021-02-08,0.462
Virgin Islands,,2021-02-09,0.468
Virgin Islands,,2021-02-10,0.442
Virgin Islands,,2021-02-11,0.439
Virgin Islands,,2021-02-12,0.442
Virgin Islands,,2021-02-13,0.461
Virgin Islands,,2021-02-14,0.465
Virgin Islands,,2021-02-16,0.47
Virgin Islands,,2021-02-17,0.498
Virgin Islands,,2021-02-18,0.516
Virgin Islands,,2021-02-19,0.562
Virgin Islands,,2021-02-20,0.599
Virgin Islands,,2021-02-21,0.61
Virgin Islands,,2021-02-22,0.613
Virgin Islands,,2021-02-23,0.586
Virgin Islands,,2021-02-24,0.591
Virgin Islands,,2021-02-25,0.493
Virgin Islands,,2021-02-26,0.518
Virgin Islands,,2021-02-27,0.53
Virgin Islands,,2021-02-28,0.537
Virgin Islands,,2021-03-01,0.54
Virgin Islands,,2021-03-02,0.524
Virgin Islands,,2021-03-03,0.529
Virgin Islands,,2021-03-04,0.568
Virgin Islands,,2021-03-05,0.553
Virgin Islands,,2021-03-06,0.569
Virginia,,2021-01-12,0.239
Virginia,,2021-01-13,0.258
Virginia,,2021-01-14,0.255
Virginia,,2021-01-15,0.286
Virginia,,2021-01-19,0.383
Virginia,,2021-01-20,0.357
Virginia,,2021-01-21,0.365
Virginia,,2021-01-22,0.376
Virginia,,2021-01-23,0.401
Virginia,,2021-01-24,0.422
Virginia,,2021-01-25,0.451
Virginia,,2021-01-26,0.507
Virginia,,2021-01-27,0.533
Virginia,,2021-01-28,0.57
Virginia,,2021-01-29,0.611
Virginia,,2021-01-30,0.638
Virginia,,2021-01-31,0.676
Virginia,,2021-02-01,0.707
Virginia,,2021-02-02,0.69
Virginia,,2021-02-03,0.673
Virginia,,2021-02-04,0.687
Virginia,,2021-02-05,0.716
Virginia,,2021-02-06,0.758
Virginia,,2021-02-07,0.795
Virginia,,2021-02-08,0.818
Virginia,,2021-02-09,0.752
Virginia,,2021-02-10,0.761
Virginia,,2021-02-11,0.769
Virginia,,2021-02-12,0.801
Virginia,,2021-02-13,0.833
Virginia,,2021-02-14,0.849
Virginia,,2021-02-16,0.868
Virginia,,2021-02-17,0.851
Virginia,,2021-02-18,0.877
Virginia,,2021-02-19,0.847
Virginia,,2021-02-20,0.858
Virginia,,2021-02-21,0.875
Virginia,,2021-02-22,0.89
Virginia,,2021-02-23,0.773
Virginia,,2021-02-24,0.764
Virginia,,2021-02-25,0.78
Virginia,,2021-02-26,0.792
Virginia,,2021-02-27,0.79
Virginia,,2021-02-28,0.822
Virginia,,2021-03-01,0.842
Virginia,,2021-03-02,0.794
Virginia,,2021-03-03,0.804
Virginia,,2021-03-04,0.82
Virginia,,2021-03-05,0.829
Virginia,,2021-03-06,0.83
Washington,,2021-01-12,0.344
Washington,,2021-01-13,0.364
Washington,,2021-01-14,0.344
Washington,,2021-01-15,0.348
Washington,,2021-01-19,0.461
Washington,,2021-01-20,0.431
Washington,,2021-01-21,0.455
Washington,,2021-01-22,0.486
Washington,,2021-01-23,0.516
Washington,,2021-01-24,0.531
Washington,,2021-01-25,0.577
Washington,,2021-01-26,0.528
Washington,,2021-01-27,0.545
Washington,,2021-01-28,0.569
Washington,,2021-01-29,0.604
Washington,,2021-01-30,0.624
Washington,,2021-01-31,0.664
Washington,,2021-02-01,0.699
Washington,,2021-02-02,0.657
Washington,,2021-02-03,0.658
Washington,,2021-02-04,0.682
Washington,,2021-02-05,0.706
Washington,,2021-02-06,0.718
Washington,,2021-02-07,0.749
Washington,,2021-02-08,0.776
Washington,,2021-02-09,0.697
Washington,,2021-02-10,0.718
Washington,,2021-02-11,0.728
Washington,,2021-02-12,0.751
Washington,,2021-02-13,0.78
Washington,,2021-02-14,0.811
Washington,,2021-02-16,0.827
Washington,,2021-02-17,0.817
Washington,,2021-02-18,0.837
Washington,,2021-02-19,0.851
Washington,,2021-02-20,0.869
Washington,,2021-02-21,0.892
Washington,,2021-02-22,0.914
Washington,,2021-02-23,0.778
Washington,,2021-02-24,0.752
Washington,,2021-02-25,0.746
Washington,,2021-02-26,0.743
Washington,,2021-02-27,0.742
Washington,,2021-02-28,0.77
Washington,,2021-03-01,0.802
Washington,,2021-03-02,0.754
Washington,,2021-03-03,0.75
Washington,,2021-03-04,0.755
Washington,,2021-03-05,0.761
Washington,,2021-03-06,0.779
West Virginia,,2021-01-12,0.642
West Virginia,,2021-01-13,0.688
West Virginia,,2021-01-14,0.737
West Virginia,,2021-01-15,0.653
West Virginia,,2021-01-19,0.743
West Virginia,,2021-01-20,0.684
West Virginia,,2021-01-21,0.723
West Virginia,,2021-01-22,0.78
West Virginia,,2021-01-23,0.801
West Virginia,,2021-01-24,0.835
West Virginia,,2021-01-25,0.839
West Virginia,,2021-01-26,0.756
West Virginia,,2021-01-27,0.772
West Virginia,,2021-01-28,0.807
West Virginia,,2021-01-29,0.862
West Virginia,,2021-01-30,0.84
West Virginia,,2021-01-31,0.851
West Virginia,,2021-02-01,0.853
West Virginia,,2021-02-02,0.813
West Virginia,,2021-02-03,0.816
West Virginia,,2021-02-04,0.842
West Virginia,,2021-02-05,0.888
West Virginia,,2021-02-06,0.882
West Virginia,,2021-02-07,0.902
West Virginia,,2021-02-08,0.906
West Virginia,,2021-02-09,0.861
West Virginia,,2021-02-10,0.874
West Virginia,,2021-02-11,0.88
West Virginia,,2021-02-12,0.906
West Virginia,,2021-02-13,0.951
West Virginia,,2021-02-14,0.977
West Virginia,,2021-02-16,0.916
West Virginia,,2021-02-17,0.897
West Virginia,,2021-02-18,0.914
West Virginia,,2021-02-19,0.916
West Virginia,,2021-02-20,0.952
West Virginia,,2021-02-21,0.963
West Virginia,,2021-02-22,0.968
West Virginia,,2021-02-23,0.918
West Virginia,,2021-02-24,0.853
West Virginia,,2021-02-25,0.854
West Virginia,,2021-02-26,0.879
West Virginia,,2021-02-27,0.869
West Virginia,,2021-02-28,0.879
West Virginia,,2021-03-01,0.882
West Virginia,,2021-03-02,0.832
West Virginia,,2021-03-03,0.83
West Virginia,,2021-03-04,0.839
West Virginia,,2021-03-05,0.844
West Virginia,,2021-03-06,0.821
Wisconsin,,2021-01-12,0.32
Wisconsin,,2021-01-13,0.315
Wisconsin,,2021-01-14,0.342
Wisconsin,,2021-01-15,0.388
Wisconsin,,2021-01-19,0.488
Wisconsin,,2021-01-20,0.413
Wisconsin,,2021-01-21,0.414
Wisconsin,,2021-01-22,0.437
Wisconsin,,2021-01-23,0.468
Wisconsin,,2021-01-24,0.505
Wisconsin,,2021-01-25,0.518
Wisconsin,,2021-01-26,0.464
Wisconsin,,2021-01-27,0.424
Wisconsin,,2021-01-28,0.456
Wisconsin,,2021-01-29,0.513
Wisconsin,,2021-01-30,0.566
Wisconsin,,2021-01-31,0.618
Wisconsin,,2021-02-01,0.646
Wisconsin,,2021-02-02,0.58
Wisconsin,,2021-02-03,0.594
Wisconsin,,2021-02-04,0.593
Wisconsin,,2021-02-05,0.643
Wisconsin,,2021-02-06,0.689
Wisconsin,,2021-02-07,0.802
Wisconsin,,2021-02-08,0.824
Wisconsin,,2021-02-09,0.736
Wisconsin,,2021-02-10,0.752
Wisconsin,,2021-02-11,0.765
Wisconsin,,2021-02-12,0.8
Wisconsin,,2021-02-13,0.847
Wisconsin,,2021-02-14,0.883
Wisconsin,,2021-02-16,0.811
Wisconsin,,2021-02-17,0.817
Wisconsin,,2021-02-18,0.837
Wisconsin,,2021-02-19,0.875
Wisconsin,,2021-02-20,0.913
Wisconsin,,2021-02-21,0.945
Wisconsin,,2021-02-22,0.962
Wisconsin,,2021-02-23,0.899
Wisconsin,,2021-02-24,0.886
Wisconsin,,2021-02-25,0.832
Wisconsin,,2021-02-26,0.856
Wisconsin,,2021-02-27,0.895
Wisconsin,,2021-02-28,0.926
Wisconsin,,2021-03-01,0.945
Wisconsin,,2021-03-02,0.838
Wisconsin,,2021-03-03,0.834
Wisconsin,,2021-03-04,0.851
Wisconsin,,2021-03-05,0.874
Wisconsin,,2021-03-06,0.894
Wyoming,,2021-01-12,0.344
Wyoming,,2021-01-13,0.308
Wyoming,,2021-01-14,0.336
Wyoming,,2021-01-15,0.387
Wyoming,,2021-01-19,0.477
Wyoming,,2021-01-20,0.468
Wyoming,,2021-01-21,0.435
Wyoming,,2021-01-22,0.496
Wyoming,,2021-01-23,0.531
Wyoming,,2021-01-24,0.577
Wyoming,,2021-01-25,0.582
Wyoming,,2021-01-26,0.576
Wyoming,,2021-01-27,0.524
Wyoming,,2021-01-28,0.524
Wyoming,,2021-01-29,0.573
Wyoming,,2021-01-30,0.573
Wyoming,,2021-01-31,0.665
Wyoming,,2021-02-01,0.685
Wyoming,,2021-02-02,0.66
Wyoming,,2021-02-03,0.622
Wyoming,,2021-02-04,0.622
Wyoming,,2021-02-05,0.663
Wyoming,,2021-02-06,0.707
Wyoming,,2021-02-07,0.707
Wyoming,,2021-02-08,0.752
Wyoming,,2021-02-09,0.676
Wyoming,,2021-02-10,0.677
Wyoming,,2021-02-11,0.669
Wyoming,,2021-02-12,0.731
Wyoming,,2021-02-13,0.731
Wyoming,,2021-02-14,0.811
Wyoming,,2021-02-16,0.82
Wyoming,,2021-02-17,0.788
Wyoming,,2021-02-18,0.83
Wyoming,,2021-02-19,0.829
Wyoming,,2021-02-20,0.855
Wyoming,,2021-02-21,0.858
Wyoming,,2021-02-22,0.899
Wyoming,,2021-02-23,0.815
Wyoming,,2021-02-24,0.791
Wyoming,,2021-02-25,0.773
Wyoming,,2021-02-26,0.75
Wyoming,,2021-02-27,0.774
Wyoming,,2021-02-28,0.799
Wyoming,,2021-03-01,0.8
Wyoming,,2021-03-02,0.742
Wyoming,,2021-03-03,0.75
Wyoming,,2021-03-04,0.726
Wyoming,,2021-03-05,0.706
Wyoming,,2021-03-06,0.752