Entity,Code,Date,total_vaccinations_per_hundred
Alabama,,2021-01-12,1.59
Alabama,,2021-01-13,1.71
Alabama,,2021-01-14,1.88
Alabama,,2021-01-15,2.05
Alabama,,2021-01-19,2.67
Alabama,,2021-01-20,2.84
Alabama,,2021-01-21,3.38
Alabama,,2021-01-22,4.06
Alabama,,2021-01-23,4.52
Alabama,,2021-01-24,4.97
Alabama,,2021-01-25,5.11
Alabama,,2021-01-26,5.2
Alabama,,2021-01-27,5.43
Alabama,,2021-01-28,5.69
Alabama,,2021-01-29,6.14
Alabama,,2021-01-30,6.98
Alabama,,2021-01-31,7.22
Alabama,,2021-02-01,7.31
Alabama,,2021-02-02,7.58
Alabama,,2021-02-03,7.92
Alabama,,2021-02-04,8.33
Alabama,,2021-02-05,8.78
Alabama,,2021-02-06,9.28
Alabama,,2021-02-07,9.43
Alabama,,2021-02-08,9.54
Alabama,,2021-02-09,10.01
Alabama,,2021-02-10,10.52
Alabama,,2021-02-11,11.08
Alabama,,2021-02-12,11.65
Alabama,,2021-02-13,12.26
Alabama,,2021-02-14,12.49
Alabama,,2021-02-16,12.98
Alabama,,2021-02-17,13.26
Alabama,,2021-02-18,13.71
Alabama,,2021-02-19,15.08
Alabama,,2021-02-20,15.85
Alabama,,2021-02-21,16.08
Alabama,,2021-02-22,16.19
Alabama,,2021-02-23,16.62
Alabama,,2021-02-24,17.13
Alabama,,2021-02-25,17.64
Alabama,,2021-02-26,18.23
Alabama,,2021-02-27,18.99
Alabama,,2021-02-28,19.22
Alabama,,2021-03-01,19.34
Alabama,,2021-03-02,19.83
Alabama,,2021-03-03,20.4
Alabama,,2021-03-04,21.05
Alabama,,2021-03-05,21.71
Alabama,,2021-03-06,22.43
Alaska,,2021-01-12,4.9
Alaska,,2021-01-13,5.29
Alaska,,2021-01-14,5.82
Alaska,,2021-01-15,6.7
Alaska,,2021-01-19,9.07
Alaska,,2021-01-20,9.34
Alaska,,2021-01-21,9.83
Alaska,,2021-01-22,11.09
Alaska,,2021-01-23,12.08
Alaska,,2021-01-24,12.88
Alaska,,2021-01-25,13.26
Alaska,,2021-01-26,13.42
Alaska,,2021-01-27,13.89
Alaska,,2021-01-28,14.47
Alaska,,2021-01-29,15.09
Alaska,,2021-01-30,15.76
Alaska,,2021-01-31,16.35
Alaska,,2021-02-01,16.68
Alaska,,2021-02-02,16.87
Alaska,,2021-02-03,17.19
Alaska,,2021-02-04,17.76
Alaska,,2021-02-05,18.32
Alaska,,2021-02-06,19.02
Alaska,,2021-02-07,19.97
Alaska,,2021-02-08,20.63
Alaska,,2021-02-09,20.9
Alaska,,2021-02-10,21.36
Alaska,,2021-02-11,22.18
Alaska,,2021-02-12,22.89
Alaska,,2021-02-13,23.94
Alaska,,2021-02-14,25.13
Alaska,,2021-02-16,26.11
Alaska,,2021-02-17,26.47
Alaska,,2021-02-18,27.22
Alaska,,2021-02-19,29.56
Alaska,,2021-02-20,31.08
Alaska,,2021-02-21,32.14
Alaska,,2021-02-22,32.57
Alaska,,2021-02-23,32.8
Alaska,,2021-02-24,33.31
Alaska,,2021-02-25,34.11
Alaska,,2021-02-26,34.77
Alaska,,2021-02-27,35.48
Alaska,,2021-02-28,36.19
Alaska,,2021-03-01,36.69
Alaska,,2021-03-02,36.9
Alaska,,2021-03-03,37.37
Alaska,,2021-03-04,37.85
Alaska,,2021-03-05,38.48
Alaska,,2021-03-06,39.45
American Samoa,ASM,2021-01-12,3.81
American Samoa,ASM,2021-01-13,4.63
American Samoa,ASM,2021-01-14,5.34
American Samoa,ASM,2021-01-15,6.97
American Samoa,ASM,2021-01-19,8.54
American Samoa,ASM,2021-01-20,9.54
American Samoa,ASM,2021-01-21,10.17
American Samoa,ASM,2021-01-22,11.8
American Samoa,ASM,2021-01-23,12.27
American Samoa,ASM,2021-01-24,14.45
American Samoa,ASM,2021-01-25,14.45
American Samoa,ASM,2021-01-26,14.93
American Samoa,ASM,2021-01-27,16.31
American Samoa,ASM,2021-01-28,16.31
American Samoa,ASM,2021-01-29,17.82
American Samoa,ASM,2021-01-30,17.82
American Samoa,ASM,2021-01-31,17.82
American Samoa,ASM,2021-02-01,19.32
American Samoa,ASM,2021-02-02,19.32
American Samoa,ASM,2021-02-03,19.87
American Samoa,ASM,2021-02-04,20.21
American Samoa,ASM,2021-02-05,21.6
American Samoa,ASM,2021-02-06,22.01
American Samoa,ASM,2021-02-07,22.01
American Samoa,ASM,2021-02-08,22.01
American Samoa,ASM,2021-02-09,22.77
American Samoa,ASM,2021-02-10,23.92
American Samoa,ASM,2021-02-11,24.26
American Samoa,ASM,2021-02-12,26.99
American Samoa,ASM,2021-02-13,27.62
American Samoa,ASM,2021-02-14,27.62
American Samoa,ASM,2021-02-16,28.93
American Samoa,ASM,2021-02-17,29.21
American Samoa,ASM,2021-02-18,29.21
American Samoa,ASM,2021-02-19,29.21
American Samoa,ASM,2021-02-20,31.86
American Samoa,ASM,2021-02-21,33.72
American Samoa,ASM,2021-02-22,33.79
American Samoa,ASM,2021-02-23,33.79
American Samoa,ASM,2021-02-24,35.44
American Samoa,ASM,2021-02-25,35.44
American Samoa,ASM,2021-02-26,36.52
American Samoa,ASM,2021-02-27,36.52
American Samoa,ASM,2021-02-28,36.52
American Samoa,ASM,2021-03-01,36.52
American Samoa,ASM,2021-03-02,37.85
American Samoa,ASM,2021-03-03,37.85
American Samoa,ASM,2021-03-04,38.83
American Samoa,ASM,2021-03-05,38.83
American Samoa,ASM,2021-03-06,38.83
Arizona,,2021-01-12,1.94
Arizona,,2021-01-13,2.13
Arizona,,2021-01-14,2.39
Arizona,,2021-01-15,2.71
Arizona,,2021-01-19,3.66
Arizona,,2021-01-20,3.87
Arizona,,2021-01-21,4.18
Arizona,,2021-01-22,4.52
Arizona,,2021-01-23,4.96
Arizona,,2021-01-24,5.37
Arizona,,2021-01-25,5.68
Arizona,,2021-01-26,5.92
Arizona,,2021-01-27,6.3
Arizona,,2021-01-28,6.69
Arizona,,2021-01-29,7.16
Arizona,,2021-01-30,7.66
Arizona,,2021-01-31,8.16
Arizona,,2021-02-01,8.53
Arizona,,2021-02-02,8.68
Arizona,,2021-02-03,9.01
Arizona,,2021-02-04,9.43
Arizona,,2021-02-05,9.88
Arizona,,2021-02-06,10.54
Arizona,,2021-02-07,11.12
Arizona,,2021-02-08,11.55
Arizona,,2021-02-09,11.87
Arizona,,2021-02-10,12.33
Arizona,,2021-02-11,12.94
Arizona,,2021-02-12,13.6
Arizona,,2021-02-13,14.3
Arizona,,2021-02-14,14.96
Arizona,,2021-02-16,15.86
Arizona,,2021-02-17,16
Arizona,,2021-02-18,16.52
Arizona,,2021-02-19,18.91
Arizona,,2021-02-20,19.58
Arizona,,2021-02-21,20.19
Arizona,,2021-02-22,20.7
Arizona,,2021-02-23,20.96
Arizona,,2021-02-24,21.38
Arizona,,2021-02-25,22.09
Arizona,,2021-02-26,22.96
Arizona,,2021-02-27,23.74
Arizona,,2021-02-28,24.63
Arizona,,2021-03-01,25.41
Arizona,,2021-03-02,25.96
Arizona,,2021-03-03,26.53
Arizona,,2021-03-04,27.2
Arizona,,2021-03-05,28.01
Arizona,,2021-03-06,28.08
Arkansas,,2021-01-12,1.36
Arkansas,,2021-01-13,3.14
Arkansas,,2021-01-14,3.59
Arkansas,,2021-01-15,3.92
Arkansas,,2021-01-19,4.72
Arkansas,,2021-01-20,5.74
Arkansas,,2021-01-21,5.74
Arkansas,,2021-01-22,6.68
Arkansas,,2021-01-23,6.68
Arkansas,,2021-01-24,7.1
Arkansas,,2021-01-25,7.33
Arkansas,,2021-01-26,7.83
Arkansas,,2021-01-27,8.38
Arkansas,,2021-01-28,8.38
Arkansas,,2021-01-29,8.95
Arkansas,,2021-01-30,9.56
Arkansas,,2021-01-31,10.07
Arkansas,,2021-02-01,10.31
Arkansas,,2021-02-02,10.42
Arkansas,,2021-02-03,10.68
Arkansas,,2021-02-04,11.21
Arkansas,,2021-02-05,11.64
Arkansas,,2021-02-06,12.42
Arkansas,,2021-02-07,13.04
Arkansas,,2021-02-08,13.31
Arkansas,,2021-02-09,13.39
Arkansas,,2021-02-10,13.85
Arkansas,,2021-02-11,14.27
Arkansas,,2021-02-12,14.82
Arkansas,,2021-02-13,15.16
Arkansas,,2021-02-14,15.66
Arkansas,,2021-02-16,16.02
Arkansas,,2021-02-17,16.14
Arkansas,,2021-02-18,16.26
Arkansas,,2021-02-19,17.14
Arkansas,,2021-02-20,17.26
Arkansas,,2021-02-21,17.51
Arkansas,,2021-02-22,17.74
Arkansas,,2021-02-23,17.9
Arkansas,,2021-02-24,18.37
Arkansas,,2021-02-25,18.97
Arkansas,,2021-02-26,19.81
Arkansas,,2021-02-27,20.63
Arkansas,,2021-02-28,21.52
Arkansas,,2021-03-01,21.92
Arkansas,,2021-03-02,22.23
Arkansas,,2021-03-03,22.78
Arkansas,,2021-03-04,23.34
Arkansas,,2021-03-05,23.98
Arkansas,,2021-03-06,24.66
California,,2021-01-12,2.07
California,,2021-01-13,2.26
California,,2021-01-14,2.47
California,,2021-01-15,2.72
California,,2021-01-19,3.7
California,,2021-01-20,3.88
California,,2021-01-21,4.14
California,,2021-01-22,4.57
California,,2021-01-23,5.08
California,,2021-01-24,5.57
California,,2021-01-25,5.9
California,,2021-01-26,6.19
California,,2021-01-27,6.53
California,,2021-01-28,6.95
California,,2021-01-29,7.37
California,,2021-01-30,7.84
California,,2021-01-31,8.32
California,,2021-02-01,8.74
California,,2021-02-02,8.97
California,,2021-02-03,9.29
California,,2021-02-04,9.42
California,,2021-02-05,9.92
California,,2021-02-06,10.47
California,,2021-02-07,11.35
California,,2021-02-08,11.85
California,,2021-02-09,12.11
California,,2021-02-10,12.55
California,,2021-02-11,13
California,,2021-02-12,13.52
California,,2021-02-13,14.08
California,,2021-02-14,14.73
California,,2021-02-16,15.72
California,,2021-02-17,16
California,,2021-02-18,16.44
California,,2021-02-19,17.63
California,,2021-02-20,18.23
California,,2021-02-21,18.86
California,,2021-02-22,19.25
California,,2021-02-23,19.56
California,,2021-02-24,19.93
California,,2021-02-25,20.41
California,,2021-02-26,21.03
California,,2021-02-27,21.68
California,,2021-02-28,22.32
California,,2021-03-01,23.05
California,,2021-03-02,24.04
California,,2021-03-03,24.63
California,,2021-03-04,24.96
California,,2021-03-05,25.49
California,,2021-03-06,26.36
Colorado,,2021-01-12,3.9
Colorado,,2021-01-13,4.16
Colorado,,2021-01-14,4.42
Colorado,,2021-01-15,4.73
Colorado,,2021-01-19,5.74
Colorado,,2021-01-20,5.91
Colorado,,2021-01-21,6.13
Colorado,,2021-01-22,6.55
Colorado,,2021-01-23,6.55
Colorado,,2021-01-24,7.54
Colorado,,2021-01-25,7.78
Colorado,,2021-01-26,7.95
Colorado,,2021-01-27,8.24
Colorado,,2021-01-28,8.61
Colorado,,2021-01-29,9.06
Colorado,,2021-01-30,9.47
Colorado,,2021-01-31,9.88
Colorado,,2021-02-01,10.24
Colorado,,2021-02-02,10.44
Colorado,,2021-02-03,10.72
Colorado,,2021-02-04,11.1
Colorado,,2021-02-05,11.49
Colorado,,2021-02-06,12.07
Colorado,,2021-02-07,12.68
Colorado,,2021-02-08,13.06
Colorado,,2021-02-09,13.16
Colorado,,2021-02-10,13.67
Colorado,,2021-02-11,14.15
Colorado,,2021-02-12,14.67
Colorado,,2021-02-13,15.38
Colorado,,2021-02-14,16.09
Colorado,,2021-02-16,17.38
Colorado,,2021-02-17,17.78
Colorado,,2021-02-18,18.29
Colorado,,2021-02-19,19.66
Colorado,,2021-02-20,20.28
Colorado,,2021-02-21,20.88
Colorado,,2021-02-22,21.39
Colorado,,2021-02-23,21.42
Colorado,,2021-02-24,22.02
Colorado,,2021-02-25,22.47
Colorado,,2021-02-26,22.98
Colorado,,2021-02-27,23
Colorado,,2021-02-28,23.82
Colorado,,2021-03-01,24.54
Colorado,,2021-03-02,24.81
Colorado,,2021-03-03,25.39
Colorado,,2021-03-04,25.96
Colorado,,2021-03-05,26.55
Colorado,,2021-03-06,27.44
Connecticut,,2021-01-12,4.25
Connecticut,,2021-01-13,4.54
Connecticut,,2021-01-14,4.82
Connecticut,,2021-01-15,5.21
Connecticut,,2021-01-19,6.44
Connecticut,,2021-01-20,6.82
Connecticut,,2021-01-21,7.42
Connecticut,,2021-01-22,8.06
Connecticut,,2021-01-23,8.6
Connecticut,,2021-01-24,9.02
Connecticut,,2021-01-25,9.29
Connecticut,,2021-01-26,9.61
Connecticut,,2021-01-27,10.12
Connecticut,,2021-01-28,10.69
Connecticut,,2021-01-29,11.31
Connecticut,,2021-01-30,11.81
Connecticut,,2021-01-31,12.25
Connecticut,,2021-02-01,12.6
Connecticut,,2021-02-02,12.79
Connecticut,,2021-02-03,13.04
Connecticut,,2021-02-04,13.51
Connecticut,,2021-02-05,14.09
Connecticut,,2021-02-06,14.57
Connecticut,,2021-02-07,14.98
Connecticut,,2021-02-08,15.21
Connecticut,,2021-02-09,15.55
Connecticut,,2021-02-10,16.12
Connecticut,,2021-02-11,16.84
Connecticut,,2021-02-12,17.58
Connecticut,,2021-02-13,18.37
Connecticut,,2021-02-14,18.92
Connecticut,,2021-02-16,19.95
Connecticut,,2021-02-17,20.7
Connecticut,,2021-02-18,21.52
Connecticut,,2021-02-19,23.07
Connecticut,,2021-02-20,23.78
Connecticut,,2021-02-21,24.14
Connecticut,,2021-02-22,24.76
Connecticut,,2021-02-23,25.04
Connecticut,,2021-02-24,25.58
Connecticut,,2021-02-25,25.97
Connecticut,,2021-02-26,26.76
Connecticut,,2021-02-27,27.49
Connecticut,,2021-02-28,28.17
Connecticut,,2021-03-01,28.93
Connecticut,,2021-03-02,29.17
Connecticut,,2021-03-03,29.77
Connecticut,,2021-03-04,30.5
Connecticut,,2021-03-05,31.46
Connecticut,,2021-03-06,32.46
Delaware,,2021-01-12,2.71
Delaware,,2021-01-13,2.92
Delaware,,2021-01-14,3.19
Delaware,,2021-01-15,3.19
Delaware,,2021-01-19,4.37
Delaware,,2021-01-20,4.69
Delaware,,2021-01-21,5.07
Delaware,,2021-01-22,5.57
Delaware,,2021-01-23,6.16
Delaware,,2021-01-24,6.59
Delaware,,2021-01-25,6.87
Delaware,,2021-01-26,7.03
Delaware,,2021-01-27,7.95
Delaware,,2021-01-28,8.45
Delaware,,2021-01-29,8.96
Delaware,,2021-01-30,9.5
Delaware,,2021-01-31,10.26
Delaware,,2021-02-01,10.55
Delaware,,2021-02-02,10.66
Delaware,,2021-02-03,11.04
Delaware,,2021-02-04,11.38
Delaware,,2021-02-05,11.73
Delaware,,2021-02-06,12.17
Delaware,,2021-02-07,12.68
Delaware,,2021-02-08,13.01
Delaware,,2021-02-09,13.1
Delaware,,2021-02-10,13.36
Delaware,,2021-02-11,13.7
Delaware,,2021-02-12,14.03
Delaware,,2021-02-13,14.59
Delaware,,2021-02-14,15.04
Delaware,,2021-02-16,15.65
Delaware,,2021-02-17,15.93
Delaware,,2021-02-18,16.42
Delaware,,2021-02-19,18
Delaware,,2021-02-20,18.55
Delaware,,2021-02-21,18.58
Delaware,,2021-02-22,18.89
Delaware,,2021-02-23,19.16
Delaware,,2021-02-24,19.5
Delaware,,2021-02-25,20.08
Delaware,,2021-02-26,20.92
Delaware,,2021-02-27,21.85
Delaware,,2021-02-28,22.52
Delaware,,2021-03-01,23.14
Delaware,,2021-03-02,23.15
Delaware,,2021-03-03,24.41
Delaware,,2021-03-04,25.28
Delaware,,2021-03-05,26.19
Delaware,,2021-03-06,27.17
District of Columbia,,2021-01-12,4.22
District of Columbia,,2021-01-13,4.68
District of Columbia,,2021-01-14,5.2
District of Columbia,,2021-01-15,5.66
District of Columbia,,2021-01-19,7.08
District of Columbia,,2021-01-20,7.33
District of Columbia,,2021-01-21,7.81
District of Columbia,,2021-01-22,8.06
District of Columbia,,2021-01-23,8.47
District of Columbia,,2021-01-24,8.84
District of Columbia,,2021-01-25,9.1
District of Columbia,,2021-01-26,9.17
District of Columbia,,2021-01-27,9.65
District of Columbia,,2021-01-28,10.04
District of Columbia,,2021-01-29,10.39
District of Columbia,,2021-01-30,10.86
District of Columbia,,2021-01-31,11.41
District of Columbia,,2021-02-01,11.69
District of Columbia,,2021-02-02,11.84
District of Columbia,,2021-02-03,12.05
District of Columbia,,2021-02-04,13.33
District of Columbia,,2021-02-05,14.01
District of Columbia,,2021-02-06,14.46
District of Columbia,,2021-02-07,14.99
District of Columbia,,2021-02-08,15.37
District of Columbia,,2021-02-09,15.37
District of Columbia,,2021-02-10,15.37
District of Columbia,,2021-02-11,15.83
District of Columbia,,2021-02-12,16.17
District of Columbia,,2021-02-13,16.47
District of Columbia,,2021-02-14,17.19
District of Columbia,,2021-02-16,17.92
District of Columbia,,2021-02-17,18.2
District of Columbia,,2021-02-18,18.48
District of Columbia,,2021-02-19,22.26
District of Columbia,,2021-02-20,22.62
District of Columbia,,2021-02-21,23.05
District of Columbia,,2021-02-22,23.27
District of Columbia,,2021-02-23,23.62
District of Columbia,,2021-02-24,24.14
District of Columbia,,2021-02-25,24.52
District of Columbia,,2021-02-26,24.94
District of Columbia,,2021-02-27,26.18
District of Columbia,,2021-02-28,27.59
District of Columbia,,2021-03-01,28.06
District of Columbia,,2021-03-02,28.23
District of Columbia,,2021-03-03,28.64
District of Columbia,,2021-03-04,29.39
District of Columbia,,2021-03-05,30
District of Columbia,,2021-03-06,31.26
Federated States of Micronesia,,2021-01-12,0.41
Federated States of Micronesia,,2021-01-13,0.55
Federated States of Micronesia,,2021-01-14,0.58
Federated States of Micronesia,,2021-01-15,0.67
Federated States of Micronesia,,2021-01-19,1.39
Federated States of Micronesia,,2021-01-20,1.69
Federated States of Micronesia,,2021-01-21,2.01
Federated States of Micronesia,,2021-01-22,2.43
Federated States of Micronesia,,2021-01-23,2.66
Federated States of Micronesia,,2021-01-24,2.66
Federated States of Micronesia,,2021-01-25,2.66
Federated States of Micronesia,,2021-01-26,2.87
Federated States of Micronesia,,2021-01-27,3.13
Federated States of Micronesia,,2021-01-28,3.38
Federated States of Micronesia,,2021-01-29,3.83
Federated States of Micronesia,,2021-01-30,3.83
Federated States of Micronesia,,2021-01-31,3.83
Federated States of Micronesia,,2021-02-01,4.93
Federated States of Micronesia,,2021-02-02,5.52
Federated States of Micronesia,,2021-02-03,6.03
Federated States of Micronesia,,2021-02-04,6.46
Federated States of Micronesia,,2021-02-05,6.76
Federated States of Micronesia,,2021-02-06,7.08
Federated States of Micronesia,,2021-02-07,7.15
Federated States of Micronesia,,2021-02-08,7.19
Federated States of Micronesia,,2021-02-09,7.45
Federated States of Micronesia,,2021-02-10,7.74
Federated States of Micronesia,,2021-02-11,8.07
Federated States of Micronesia,,2021-02-12,8.44
Federated States of Micronesia,,2021-02-13,8.91
Federated States of Micronesia,,2021-02-14,9.08
Federated States of Micronesia,,2021-02-16,9.63
Federated States of Micronesia,,2021-02-17,10.23
Federated States of Micronesia,,2021-02-18,10.73
Federated States of Micronesia,,2021-02-19,11.18
Federated States of Micronesia,,2021-02-20,11.18
Federated States of Micronesia,,2021-02-21,11.77
Federated States of Micronesia,,2021-02-22,11.77
Federated States of Micronesia,,2021-02-23,11.77
Federated States of Micronesia,,2021-02-24,12.54
Federated States of Micronesia,,2021-02-25,12.85
Federated States of Micronesia,,2021-02-26,13.33
Federated States of Micronesia,,2021-02-27,13.81
Federated States of Micronesia,,2021-02-28,14.2
Federated States of Micronesia,,2021-03-01,14.49
Federated States of Micronesia,,2021-03-02,15.15
Federated States of Micronesia,,2021-03-03,15.62
Federated States of Micronesia,,2021-03-04,16
Federated States of Micronesia,,2021-03-05,16.5
Federated States of Micronesia,,2021-03-06,17
Florida,,2021-01-12,2.95
Florida,,2021-01-13,3.28
Florida,,2021-01-14,3.61
Florida,,2021-01-15,3.97
Florida,,2021-01-19,5.47
Florida,,2021-01-20,5.77
Florida,,2021-01-21,5.77
Florida,,2021-01-22,6.12
Florida,,2021-01-23,6.93
Florida,,2021-01-24,7.19
Florida,,2021-01-25,7.19
Florida,,2021-01-26,7.34
Florida,,2021-01-27,7.6
Florida,,2021-01-28,7.95
Florida,,2021-01-29,8.36
Florida,,2021-01-30,8.8
Florida,,2021-01-31,9.12
Florida,,2021-02-01,9.34
Florida,,2021-02-02,9.54
Florida,,2021-02-03,9.93
Florida,,2021-02-04,10.35
Florida,,2021-02-05,10.53
Florida,,2021-02-06,11.11
Florida,,2021-02-07,12.14
